排名,代號,名稱,市場,產業,新部位建議,既有部位狀態,持有判斷模式,今天動作,下一次確認,既有部位說明,主要原因,短期時機分數,中期研究分數,長期初篩分數,長期方法覆蓋率%,資料健康度,資料健康狀態,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,KD-K,KD-D,KD-J,KD近3日黃金交叉,KD近3日死亡交叉,距20EMA%,5日報酬%,淘汰原因
11,2476,鉅祥,TWSE,電子零組件業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 120.80 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,70.2,74.1,73.3,85,100,完整,127.5,127.5,54.4,39.61,19.32,27.64,314.36,2.98,20.41,3.02,2.37,3,-7,-17,-9,1295,1374,-9,27.981,2027.124,728.4910000000001,880.5230000000004,-7,-9,1295,1374,1,2,-1129500,1324.246,1775.496,8.29,105,849,-1603,,-5.977,711.878,-2342.005,-2954.674,58.45,78.68,67.24,101.57,false,false,4.05,5.81,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼
12,3515,華擎,TWSE,電腦及週邊設備業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 219.13 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,74.3,74,60.8,85,100,完整,224.5,224.5,131.35,18.86,8.04,52.42,174.78,7.1,14.37,2.36,4.94,3,0,3,4,4,3,0,-10.018,176.144,-189.26400000000004,1181.176,0,4,4,3.59,2,0,890000,-4.99,23.659999999999993,8.61,31,205,-629,,-9.965,177.134,-216.92400000000006,1091.2260000000003,57.71,64,51.59,88.81,true,false,2.8,1.58,ETF加碼金額或跨基金共識不足
13,7750,新代,TWSE,電機機械,等待確認,保護持有,protect,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,"已有部位暫停加碼；若收盤跌破60日EMA約 2,217.88，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。",外資持股5/10日下降且外資5日賣超,71.5,73.9,60.8,85,100,完整,2345,2345,202.65,95.42,27.76,45.28,228.69,42.53,39.02,12.11,0.7,5,0,0,0,108,229,0,38.083,-128.148,-372.966,-345.37,0,23,319,427.64,1,1,52210000,22.576000000000004,32.08500000000001,16.84,37,-161,-660,,40.135,-173.72400000000002,-724.051,-807.5590000000001,52.3,45.34,46.39,43.23,false,true,1.33,-0.21,外資持股5/10日下降，且外資5日賣超
14,2382,廣達,TWSE,電腦及週邊設備業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 332.73 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,78.2,73.8,47.8,85,100,可用,342,342,131.32,92.67,3.1,87.6,112.75,12.93,14.75,5.36,4.61,48,1398,1571,1813,3051,2431,1,3793.217,11997.268999999998,15588.202,10368.421999999995,1450.963,1944.152,3181.7619999999997,4084.6500000000005,4,1,658095452,407.1839999999999,-89.89100000000013,23.36,3030,6779,956,,2660.019,9645.933,12496.331000000002,7956.753999999998,59.73,84.45,73.52,106.3,false,false,4.03,4.11,外資持股趨勢資料不足或期間有非市場異動
15,6491,晶碩,TWSE,生技醫療業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 352.96 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,71.5,73.8,65.9,85,100,完整,396.5,396.5,17.42,23.1,28.18,31.22,147.7,13.13,16.66,2.65,2.51,2,0,0,0,-120,117,0,439.943,574.3399999999999,696.3169999999999,2398.4300000000003,0,0,-120,-13,0,0,0,-2.379999999999999,13.892000000000003,23.01,502,608,802,,423.341,576.72,802.425,2409.7450000000003,66.62,70.58,61.72,88.29,false,false,6.18,6.44,
16,6788,華景電,TPEX,半導體業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 373.35 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,66,73.7,73.8,85,100,可用,379.5,379.5,61.53,18.22,34.89,32.23,315.71,9.79,18.69,5.3,4.16,2,0,0,0,-1,-3,0,-61.403,-61.403,-61.403,-61.403,0,0,0,0,0,0,0,-3.453,-3.453,12.67,,,,,-57.95,-57.95,-57.95,-57.95,59.62,69.69,64.4,80.27,false,false,5.52,7.51,外資持股趨勢資料不足或期間有非市場異動
17,2542,興富發,TWSE,建材營造,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 44.76 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,72.5,73.5,53.5,85,100,可用,47.9,47.9,196.59,404.28,24.76,77.72,140.2,2.45,10.8,1.99,8.57,10,1016,1008,2577,3804,10925,0,-571.253,2314.6989999999996,28044.862999999998,43509.409,1016,2585.3,3656.3,10777.350999999999,4,1,120604245,501.00499999999994,664.411,8.58,-1425,-1994,6045,,-1803.408,-771.6059999999999,23724.152000000002,30066.782,61.77,42.74,53.83,20.57,false,false,2.54,0.84,
18,3706,神達,TWSE,電腦及週邊設備業,等待確認,保護持有,protect,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,已有部位暫停加碼；若收盤跌破60日EMA約 89.67，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,外資持股5/10日下降且外資5日賣超,75.9,73.3,58.4,85,100,完整,95.7,95.7,49.73,45.52,3.96,56.75,189.14,2.58,16.52,1.61,4.32,14,473,1419,1404,4840,5549,1425,417.154,924.6179999999999,3104.215000000001,40798.72200000001,473.6,1405.6,4830.6,5539.103,2,3,130018000,408.1089999999999,2784.2509999999997,9.31,-6356,-5426,-10240,,-411.06,-889.0909999999999,-4510.6359999999995,31522.815000000002,64.54,74.28,60.01,102.82,false,false,4.45,4.7,外資持股5/10日下降，且外資5日賣超
19,6739,竹陞科技,TPEX,其他電子業,等待確認,正常持有,strong,強勢續抱；不追高,下一交易日收盤，確認是否守住20日EMA,"價格仍在20／60日EMA之上且短線強勢；法人未同步轉弱。若收盤跌破20日EMA約 1,049.29 且法人續弱，再轉為保護持有。",價格強勢站上20／60日EMA；法人未同步轉弱,66.1,73.1,64.6,85,100,可用,1150,1150,99.49,97.13,58.57,38.6,181.02,13.31,49.98,26.69,1.1,1,0,0,0,0,0,0,7.772,7.772,7.772,7.772,0,0,0,0,0,0,0,5.622,5.622,2.98,,,,,2.15,2.15,2.15,2.15,59.43,75.72,60.64,105.88,false,false,9.6,19.79,外資持股趨勢資料不足或期間有非市場異動
20,3167,大量,TWSE,電機機械,等待確認,正常持有,strong,強勢續抱；不追高,下一交易日收盤，確認是否守住20日EMA,價格仍在20／60日EMA之上且短線強勢；法人未同步轉弱。若收盤跌破20日EMA約 718.38 且法人續弱，再轉為保護持有。,價格強勢站上20／60日EMA；法人未同步轉弱,77.5,73,51.1,85,100,完整,800,800,152.87,131.8,24.48,64.49,143.75,9.26,55.68,16.55,0.49,5,0,-1,149,264,140,149,204.111,478.72700000000003,-1183.7099999999998,-2587.638,0,149,833,703,2,1,118306000,-90.479,-123.50500000000001,9.79,304,739,-655,,209.546,420.206,-1893.205,-3103.417,59.59,76.84,67.6,95.31,true,false,11.36,18.69,高波動且5日漲幅過大；ETF加碼金額或跨基金共識不足
21,2404,漢唐,TWSE,其他電子業,等待確認,保護持有,protect,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,"已有部位暫停加碼；若收盤跌破60日EMA約 1,129.68，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。",外資持股5/10日下降且外資5日賣超,68.9,72.7,54.9,85,100,完整,1100,1100,63.77,73.9,19.79,81.91,117.19,36.23,15.99,11.18,3.77,19,145,145,155,337,-118,0,-250.752,-857.3789999999999,-1521.356,-1270.7879999999998,137,146.922,329.922,-911.563,2,1,155737320,-13.370999999999999,-236.95999999999998,37.5,-344,-980,-1681,,-376.919,-990.93,-1614.318,-50.694000000000074,48.21,41.88,29.94,65.77,true,false,0.1,2.8,外資持股5/10日下降，且外資5日賣超
22,2376,技嘉,TWSE,電腦及週邊設備業,等待確認,保護持有,protect,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,已有部位暫停加碼；若收盤跌破60日EMA約 340.36，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,投信5/10日持續且具金額意義地賣超,75,72.2,52.2,85,100,可用,359,359,59.67,49.96,6.23,74.46,144.47,17.73,13.4,3.61,3.35,31,426,122,349,1731,491,-247,1768.179,711.0630000000003,-6465.147999999999,15902.089,442.991,-1902.496,-637.7950000000001,-1981.8960000000002,2,3,-681093568,-231.25800000000004,-399.23800000000006,23.5,1475,2432,-5752,,1325.238,2844.8169999999996,-5428.115,18885.959000000003,55.11,66.73,45.08,110.02,true,false,2.36,3.31,主動ETF 5日轉為減碼；投信5/10日持續且具金額意義的賣超；ETF加碼金額或跨基金共識不足
23,2428,興勤,TWSE,電子零組件業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 252.89 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,69,72.2,72.4,85,100,完整,256,256,48.36,24.42,22.64,36.2,299.37,7.55,17.91,2.73,2.34,4,-13,-34,28,2384,2494,27,-605.964,-1947.1250000000002,-2541.181000000001,-6428.964,-13,-1972,384,604.3240000000001,0,5,-496944000,11.553000000000003,24.568000000000005,13.91,-517,-102,-2757,,-581.419,13.322000000000045,-2949.749,-7174.68,51.97,32.28,36.11,24.64,false,false,1.63,2.61,ETF 1/3日已轉為減碼；投信20日買超後近5日轉賣；ETF加碼，但外資持股5/10日同步下降；ETF加碼金額或跨基金共識不足
24,3491,昇達科,TPEX,通信網路業,等待確認,正常持有,strong,強勢續抱；不追高,下一交易日收盤，確認是否守住20日EMA,"價格仍在20／60日EMA之上且短線強勢；法人未同步轉弱。若收盤跌破20日EMA約 1,329.71 且法人續弱，再轉為保護持有。",價格強勢站上20／60日EMA；法人未同步轉弱,72.3,72.2,63.4,85,100,可用,1480,1480,82.02,70.79,28.88,37.31,263.15,8.15,109.7,20.91,0.49,13,0,307,306,338,339,307,-80.832,-80.832,-80.832,-80.832,123,123,123,123,1,0,169740000,39.993,39.993,31.41,,,,,-243.825,-243.825,-243.825,-243.825,59.78,67.23,58.93,83.83,false,false,11.3,16.54,外資持股趨勢資料不足或期間有非市場異動；高波動且5日漲幅過大
25,1773,勝一,TWSE,化學工業,等待確認,保護持有,protect,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,已有部位暫停加碼；若收盤跌破60日EMA約 163.88，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,外資持股5/10日下降且外資5日賣超,68,71.9,57.5,85,100,完整,171.5,171.5,33.55,20.97,23.46,37.93,104.11,4.38,20.45,4.3,2.44,2,0,0,0,0,-3,0,-104.512,-135.568,-228.119,-787.033,0,0,-78,-1141.017,0,0,0,28.653000000000002,49.574999999999996,7.18,-104,-181,-215,,-115.024,-164.221,-199.69400000000002,298.07899999999995,64.24,75.79,65.73,95.91,false,false,6.66,8.54,外資持股5/10日下降，且外資5日賣超
26,2395,研華,TWSE,電腦及週邊設備業,等待確認,保護持有,protect,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,已有部位暫停加碼；若收盤跌破60日EMA約 586.13，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,外資持股5/10日下降且外資5日賣超,73.5,71.7,59.5,85,100,可用,711,711,87.58,40.26,19.04,40.5,171.12,9.05,42.88,10.63,1.65,34,-7,-55,532,2374,2049,533,125.996,110.56499999999997,137.56599999999997,3480.856,42,593.817,2680.1130000000003,2685.7599999999998,2,3,402014109,-54.53499999999998,-104.76499999999999,35.36,121,-476,-2987,,95.407,-428.71700000000004,-2437.782,1134.4559999999997,66.67,65.48,55.59,85.26,true,true,7.88,6.12,ETF 1/3日已轉為減碼；外資持股5/10日下降，且外資5日賣超
27,2885,元大金,TWSE,金融保險業,等待確認,保護持有,protect,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,已有部位暫停加碼；若收盤跌破60日EMA約 62.33，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,投信5/10日持續且具金額意義地賣超,75.6,71.5,57.9,85,100,可用,66.7,66.7,78.99,130.25,,92.04,,2.64,15.32,2.28,3.36,40,-1613,-3922,-3971,43638,43171,-445,5838.921,6038.704999999999,-46490.07800000001,-47773.02100000001,-1361.58,-3625.555,-7895.929,2346.4249999999997,0,5,-237111297,-1176.306,-1476.4500000000005,26.56,7992,10803,-36181,,7731.309,10840.565999999999,-37117.699,-46165.81399999999,60.34,67.8,45.68,112.04,true,false,3.91,6.89,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信5/10日持續且具金額意義的賣超；借券賣出與借券賣出餘額壓力升高
28,6505,台塑化,TWSE,油電燃氣業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 67.65 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,73.6,71.4,69.1,85,100,完整,76.7,76.7,32.35,11.84,13.74,16.6,520.61,4.32,12.76,1.44,1.63,8,-4,22,35,-3544,-3531,0,2872.936,8740.064,-4634.944999999998,-21821.91,1,0.36800000000000005,-9594.264,-9464.386999999997,1,2,27048,133.01200000000003,250.75300000000004,7.03,3269,9091,3118,,2615.029,8606.684,4708.566000000001,-12235.256999999998,59.22,61.37,49.92,84.27,true,false,6.46,8.03,
29,6781,AES-KY,TWSE,電子零組件業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 1,088.96 且法人籌碼轉弱，先減碼三分之一。",未觸發明確減碼訊號,77.1,71.3,65.6,85,100,完整,1155,1155,28.24,26.35,25.76,35.13,265.53,23.45,26.61,5.43,1.7,4,0,0,1,1,1,0,33.332,202.53399999999996,91.27099999999996,2628.394,0,1.286,1.286,0.9609999999999999,3,0,1446750,59.212999999999994,52.83899999999999,70.3,19,141,-219,,25.125,142.03500000000003,37.146000000000015,2553.7709999999997,59.21,73.85,57.61,106.32,false,false,6,8.45,ETF加碼金額或跨基金共識不足
30,2059,川湖,TWSE,電子零組件業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 10,028.69 且法人籌碼轉弱，先減碼三分之一。",未觸發明確減碼訊號,69.8,71.1,70.1,85,100,可用,14150,14150,355.52,136.58,77.05,28.35,356.12,110.96,78.17,40.03,0.36,37,-36,-44,-26,73,35,-34,38.499,216.55900000000003,597.2860000000001,609.6590000000001,-33.85,9.663999999999987,538.822,715.807,1,4,137035520,47.763000000000005,67.19500000000001,23.55,68,225,-83,,68.325,159.132,-8.730999999999995,-169.387,70.55,60.56,66.04,49.59,false,false,9.5,-0.95,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼
31,2615,萬海,TWSE,航運業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 93.18 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,58.6,71,77.8,85,100,可用,114.5,114.5,50.13,12.83,22.16,33.53,299.27,6.84,7.83,1.11,2.63,12,0,-109,-93,1567,1479,-76,-5531.913,4379.536999999999,55364.056,109038.519,0,-90.83300000000001,1552.491,1457.6980000000003,1,3,-10354962,-382.013,2807.068,48.18,-6457,-4516,46091,,-5468.333,4852.383000000002,51004.496999999996,102103.606,66.16,45.45,59.42,17.51,false,false,8.03,-9.49,20日累積後5日轉為調節；主動ETF 5日轉為減碼；投信20日買超後近5日轉賣；借券賣出與借券賣出餘額壓力升高
32,7749,意騰-KY,TWSE,半導體業,等待確認,正常持有,standard,今天不下單,每個交易日收盤後，檢查趨勢與法人籌碼,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 384.32 且法人籌碼轉弱，先減碼三分之一。,未觸發明確減碼訊號,59.3,70.8,79.3,85,100,完整,371,371,42.67,60.24,36.17,17.76,499.02,7.57,25.03,4.55,2.49,1,0,0,0,18,8,0,-40.558,-135.639,-183.08100000000002,-230.12299999999996,0,0,18,8,0,0,0,-5.632,-4.341999999999999,23.9,-13,-45,158,,-39.411,-130.007,-196.739,-227.99999999999997,53.44,70.92,70.02,72.73,false,false,2.73,-2.88,
33,2441,超豐,TWSE,半導體業,等待確認,保護持有,protect,今天不新增部位；未完成確認前不機械式賣出,下一交易日收盤，確認是否收復防守區,已有部位暫停加碼；若收盤跌破60日EMA約 119.30，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,外資持股5/10日下降且外資5日賣超,71.7,70.6,68,85,100,完整,119.5,119.5,41.65,24.68,20.06,18.34,230.57,2.98,21.39,2.39,2.61,10,0,-25,1151,2053,3456,1175,-2525.536,-329.399,-3468.0660000000003,2350.1269999999995,0,1151,2053,3455.766,2,2,132940500,164.665,-687.5590000000001,9.87,-2384,-2415,-6111,,-2262.293,-1645.064,-4833.5070000000005,-1030.9870000000005,51.14,60.01,47.49,85.05,false,false,1.66,3.91,外資持股5/10日下降，且外資5日賣超
